t,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40
180,0.260876998,0.824260008,-0.904751456,0.778055981,-3.32741681,-0.412573437,0.880890123,0.194213982,-1.037114743,1.622831683,-0.178790769,-1.234300076,1.089127,2.305517303,-1.939923521,-0.523383093,-0.228406745,0.859051445,0.351736229,-1.385476743,1.257250446,-0.238295426,-0.083516803,-0.64980447,-1.576017295,1.127117525,-1.092339654,-0.403217134,-1.121292431,1.100936149,0.104879603,0.113358669,0.054898532,1.218248424,1.492506256,0.426511769,0.159641541,-0.067833367,0.775527226,-2.120675641
181,-2.347110345,1.065709794,1.749249709,1.136466387,1.56279306,1.367945248,-0.805120712,1.198667819,1.453060173,1.552416464,0.707619857,-0.966865521,-0.289911101,-0.858147878,-2.144468935,-0.791703022,0.067174474,-0.848626436,1.200004054,-2.192307468,-0.75468755,1.601527186,-0.135165446,-1.825151318,0.781642828,1.502498839,-0.247904608,0.237543076,-2.706286536,-0.357388641,-0.285143752,0.983108875,-1.605518601,-0.392285765,-0.113469519,-0.412458575,0.96108662,-0.830450865,0.092255795,0.897046823
182,-1.500966295,1.324397399,-0.273878081,0.938709529,-0.359944117,0.089875297,1.793941607,-2.350288525,1.312408007,-0.355646254,1.052689506,-1.120392622,0.806912553,-0.315496702,1.799283746,0.617842965,0.948175138,-0.047019144,-2.235589825,-0.367664637,-0.436576011,-1.300975635,7.68E-05,1.229906354,-0.615015777,0.054013819,-0.231494433,0.887965937,0.427267455,0.284299077,-0.260797255,-0.794366006,0.907617508,-1.498943986,-0.383772217,0.132178327,0.107438316,-2.577184469,-0.237528566,2.052135366
183,-0.608312433,-0.730942293,-0.6623971,-1.113429447,-0.10595493,-0.885227434,-1.411896145,-0.531767543,-0.06489785,-2.977036585,0.579555189,0.387833654,-0.408239,-0.444476206,-1.115201934,-0.801868689,0.712563914,-0.241736639,0.983964266,0.905105433,0.795273769,-0.045552815,0.421937449,-0.205538769,-0.028880176,2.308502723,1.537510709,0.702013262,0.26819743,-0.261421293,-1.461899389,0.716908751,-1.445953025,0.618952722,-0.920388862,0.667220695,0.584487179,-1.710800464,-0.184978414,0.423883687
184,0.716793739,-1.963130087,2.362754469,-0.377447693,0.471155866,-0.425225493,1.162824743,0.322693894,0.107788111,0.70768759,0.49539187,-0.454806427,-0.514684361,-0.615480541,-1.26191221,0.476536385,-0.490729447,-0.458097944,-0.151723373,0.054937033,-0.342013979,1.02865962,0.812245346,-1.667602239,0.17882896,-1.612550281,-2.193251946,-1.13780362,-0.915592757,1.939567714,-1.983368672,1.728207207,0.846253259,0.160806249,-0.435761986,-0.428436895,-0.508016553,-1.360475935,-0.352331609,-2.300455101
185,2.938975822,1.262444923,0.991474722,0.403112528,-0.24236063,-0.885084958,-1.919192576,-1.79048583,-0.654384574,1.567401535,0.230173064,-0.429364966,-0.190789055,-1.57862603,2.769411999,0.792215596,-2.782117039,2.143540627,-0.911740231,0.545166479,0.380195781,-0.229932574,-0.634058782,0.44726272,0.411130823,1.865745251,2.353888091,-0.613244016,0.763532868,-2.358340154,-0.418585375,1.580228134,-0.514531051,0.949175969,0.456212638,0.453286172,-0.241084284,-1.255997001,-1.742371517,-1.188059738
186,3.646654836,-0.720844327,0.891425755,0.254973408,1.052599827,0.211885187,0.833639837,-1.740018171,0.081594563,-0.955212629,0.745555639,-0.652896671,1.075251981,-0.049122816,-0.061430513,-1.873849233,-0.268358828,-1.464436936,1.021775866,0.4115869,-0.502681573,-1.027572459,0.195507188,-1.406969687,0.432972063,-0.665329938,-2.147738033,0.237154116,-0.161409161,1.087559655,0.163805024,-0.510677102,-0.555022932,0.385158246,0.253354759,-1.716308732,-1.784237531,0.444798496,0.381086993,1.53560516
187,0.931060869,0.329789899,-0.10524019,0.612609771,-1.767364597,-0.415593353,-0.090414868,0.687442079,2.071675822,-0.332999682,1.444019567,-2.201857468,-0.549874381,-0.183595992,-2.005376677,1.17566696,-1.018833378,-0.346241892,-0.358791009,1.493999737,-0.031429832,0.307206188,-0.086904218,-0.474121416,1.507423813,-0.990919057,0.437887808,1.580434285,0.337311235,-0.595960385,1.121765506,0.020950875,0.987997316,0.262471262,-1.913326701,0.450193333,0.964853255,-0.64419037,1.752960877,0.935421424
188,-2.991917006,0.622949746,0.78679843,0.113750225,-0.050637866,-1.235742727,1.915090223,2.09618017,0.035918779,-0.214602285,-0.233921083,-1.758921466,-1.24994783,-0.842269351,0.560980137,1.782458676,0.479679815,0.682745136,0.539356037,-0.796607469,-1.300810546,0.37693664,-0.81673464,1.955454213,2.299240944,-0.219068682,-0.29666786,1.018894283,1.103166183,-0.273950921,-0.893080938,0.725808978,-1.245558855,0.094924253,1.228049303,-2.299379331,-0.927101303,3.041777478,1.161113579,-0.87872426
189,-5.170746214,-1.037908289,1.004725317,-0.251089674,-1.289962141,0.257167641,-2.69590979,0.342249375,0.620549451,0.674184473,0.400934228,0.142740341,0.032274281,-0.649736738,0.752047479,0.501421228,-0.475485066,-0.793231417,0.755930096,0.526809962,-1.467549915,0.248104658,-0.4131565,0.2778828,2.173078229,1.819276941,0.049963546,-1.099613252,-0.327709171,-1.473049386,0.959404568,0.199828551,1.678836706,0.373738421,-0.280715505,0.301103132,-0.311797304,1.325362958,0.906218864,-1.488667718
190,-3.606103733,-1.049774252,0.908555808,-0.592323328,1.271980966,1.981971286,-0.442537179,-0.09298155,0.56841676,0.668058131,-0.283446835,-0.634531297,-0.057129524,-0.840154216,-0.363049974,-1.176578248,-0.483210696,0.322405379,0.087036585,-0.292411473,0.508526044,-2.74634844,1.07512336,0.782287976,0.268155864,0.374361658,-0.990014276,-0.527299912,1.043148185,0.373153639,0.020504334,-1.020580443,-0.805409399,-0.582379086,0.249577842,-0.357496453,0.801706381,1.932371748,2.699253146,1.139399646
191,0.934423848,0.22506325,0.179316532,0.431883812,-1.788529024,-0.325474041,-1.571980371,0.750583829,-0.928474588,-1.211619026,-0.414843854,-2.810222071,-1.190476878,0.280752105,-1.626871103,-1.6197501,0.1100313,1.111832716,0.717997162,-0.209245744,0.140411733,0.742346383,-0.150077475,-0.344562995,-1.24883516,-1.475301598,-0.190777336,-0.835151265,-1.378248811,-1.101226665,2.082936497,1.56895147,0.887789203,-0.244454828,0.453928615,0.360435396,1.312902871,0.985961806,2.027093004,0.897981657
192,2.706498428,-1.582536898,1.352544794,0.023014567,1.013518693,0.674375274,1.719817374,0.169210575,-0.088858228,-1.03054044,2.615626178,0.222169635,-0.494343882,0.928417698,2.082359714,-0.496944318,0.982750319,-0.5725751,0.696145884,-0.120455861,0.236072789,2.090777395,-1.567390228,-0.755532567,-0.146318526,0.60109654,0.169456715,0.122996297,-0.8159279,-0.270697422,1.347234042,0.877214635,-0.212048386,0.19123157,-0.353272247,0.481863127,1.548987582,-0.172452183,-0.937609022,-0.512090528
193,1.907277437,-1.866546176,0.447142509,0.244766232,-0.870666055,1.036479436,-1.640477785,0.728804913,-1.123519469,1.056588102,0.94635167,-2.249452412,2.188918008,-0.771719234,0.36498915,1.377392255,0.054887088,0.448543483,-1.341143215,0.865448476,1.766604442,-2.112745123,1.306607338,2.549647118,1.657404884,0.109571427,-0.889503995,0.822839608,-0.856719655,0.635154608,2.562442059,0.921700757,2.318276024,-0.151810493,0.745702459,1.317464206,-1.515517081,1.451538782,-1.044853144,1.454092378
194,0.127799583,-0.845501763,1.086256546,0.475072839,-0.385376929,0.447449744,0.832063262,1.167771591,0.742562917,-0.259723766,2.65728737,-0.278901458,-1.273006707,0.746943338,-1.818355759,0.511164647,1.223697254,-0.009613569,0.403918637,1.046571716,0.567742276,-0.113630594,-1.143342489,-0.22349955,-1.184903609,-1.100077108,0.411352399,0.309823253,-0.810147035,-1.153094869,0.116962817,-0.543972101,-0.116547396,1.575326924,-0.968711267,1.691640389,-0.477491744,0.128857849,-2.624078474,0.906500661
195,0.450395836,-0.219577696,-0.593358954,-0.034449584,-1.274002034,0.73094909,-0.807895262,-0.217420256,0.135460507,0.943176141,1.919580543,-0.34875038,-0.194491319,0.373187491,-1.059096687,2.307370781,-0.668930102,0.062223771,0.84882015,1.196381573,1.046875073,0.773231244,-0.728946613,-1.616669563,-0.706529481,-1.638763056,1.170103648,-0.612028282,-0.12016358,1.195005222,0.893781063,-1.067373378,0.369829123,-1.08512187,1.196438699,0.858335023,1.485689504,1.629224305,-0.972799956,-0.334078462
196,-0.047530298,1.263600479,1.490343588,-0.174688724,0.532224081,0.722873351,-0.899776273,-0.532605164,0.031319059,2.008161953,1.557923634,-2.389419773,1.565281969,0.119446555,-0.557206239,-0.533243495,-2.476969082,-0.209326434,-0.440390301,1.612057016,-0.516028518,-0.047833297,0.78810574,0.332311628,0.868760351,-0.150847826,-0.75497942,2.049820297,0.331877344,-1.775942108,0.815167412,1.131888979,0.502254893,-0.577498762,-0.559937035,1.09309061,0.158864715,1.194496065,-0.084073017,0.77664445
197,1.223716724,-1.582570469,-2.013059362,-1.104588107,-1.810584622,0.697638682,0.001795237,-2.218072309,-0.105462851,-1.079154028,-0.220511731,0.797286834,1.060615672,1.129271887,0.158245519,-0.963991319,-1.820216632,2.797460893,0.922981325,1.208610161,0.524656362,2.411251476,-1.827730387,0.438065661,2.144288641,-1.266570423,-0.197944252,0.823789382,-0.340530751,1.812565173,1.71577516,0.163784274,0.079329611,0.696082954,-0.013395979,1.111717439,-0.332054554,0.505386665,0.256747824,0.436546167
198,2.415959021,-1.59063166,1.839376949,0.939009772,1.911019629,0.286320277,-0.428064449,-0.4188761,-0.420401043,0.668195661,-1.852558174,-1.121606322,-1.605398941,-0.872508878,0.33300406,-1.215818528,0.072718309,-0.893056588,-0.185296728,-0.465025982,0.094278434,-1.291105928,1.44285895,0.493323778,1.369910005,0.358337575,-0.314929427,0.270937217,2.030783906,-1.498527789,1.889552839,-0.560830746,0.697431771,0.743599274,-0.102854447,0.083587759,-0.44331996,0.685461361,-0.074001715,-0.584237883
199,0.520747841,-2.165802796,-0.06548357,0.557778841,0.316144186,-0.046508962,1.325310512,1.002273334,1.195974627,0.892897941,-0.947071703,-1.818946752,-1.007711077,1.112339621,0.845726605,-0.032088995,-0.630646596,0.254481881,1.236594701,-0.090903981,1.183818882,1.534918702,0.651524948,0.78384969,1.590947304,0.370618,-0.117409097,0.549445825,0.688485794,0.071803162,2.172983026,-1.423405472,0.158806701,-1.077939929,0.601444943,0.573516354,-0.548310725,-2.349100326,-0.44152149,-0.943716114
200,0.363424916,0.575708192,0.297847059,-1.78E-06,1.672796077,1.243794171,-1.055113442,-0.443010911,-0.894487135,-1.701099024,-1.221210548,-0.274111205,-0.145503042,-1.427621579,-1.368620944,0.697433047,-0.412710306,-0.275103507,0.392645328,-0.545790717,-0.503293005,-1.388847509,-0.596208663,-0.161551324,0.011507533,-0.079330622,0.317513153,-1.815265687,-1.661938412,-0.176183351,0.776577474,1.174485387,0.488872612,0.409474593,-1.439564441,-0.381580631,0.317064116,-0.445300685,-0.790687128,-1.743245891
201,0.911232312,-0.114723788,1.100912736,1.186517016,0.446872699,-0.390788338,1.527021669,0.311952678,-1.68936561,-0.121044167,-1.591987174,0.81992128,-0.090886607,0.616047555,0.535848707,0.338337848,0.012548693,0.185909513,0.347583763,1.596266043,0.843505026,-0.103739168,0.359534018,-0.601427895,1.11843038,-0.672142222,-0.101649222,0.535828604,-0.211024707,-0.307906361,-0.177787852,-0.142291949,-0.504893313,-1.202846531,2.701498322,0.27854115,0.756769617,-2.167111692,2.212990877,-1.361159332
202,-0.873064277,1.923994645,-0.258308808,1.320137396,-0.779027476,-1.837135084,-1.235965625,-0.62369452,0.159376688,-0.161878127,-0.784103133,-2.013963012,0.610327937,-0.325042865,1.832377725,-1.557904511,0.023526897,-1.807199182,-0.045392583,0.280851816,0.07189446,-0.350646123,-0.029513931,-1.882440879,0.309892194,1.09745275,1.573051866,-0.171515612,0.519078019,0.506996851,-0.094212743,-0.587813218,-0.591009022,0.003866831,-0.402164715,1.227774739,0.379140213,1.534501452,2.440040533,2.012454763
203,-1.685188304,-0.430180004,0.809145343,-0.075033369,1.341914258,-0.106346518,-0.010325911,-0.87613378,0.193128192,0.104378863,-0.786068431,0.262918516,-0.537944287,1.847076128,-1.158667092,0.322570715,0.364576021,0.721141299,0.473921955,-1.073594412,0.034589554,0.227122355,1.419633704,1.071487338,0.45706077,-0.412260886,-1.365422783,-1.35430971,0.828987717,0.453305962,-0.822694624,1.243251768,0.42598685,0.946979531,-1.12672943,1.011397054,0.96566947,-0.761167154,-0.121766355,1.028692137
204,-1.874740661,-0.02582005,-0.233624352,-1.45141032,-0.553509789,-0.283873641,-0.560214068,0.672075458,1.282421189,0.345489975,-1.492185044,-0.466767463,1.602784063,-0.898955123,0.071790964,1.605670002,-1.519597847,0.292806277,-0.605258126,0.958524972,-0.412010442,0.78328694,-1.15634562,2.349074687,1.045412164,-1.169061878,0.520532999,0.360502265,-0.184636939,0.975743456,-1.177000877,-1.723278694,0.810679358,-0.486668437,1.429665708,1.622085635,-0.510220763,-0.207858753,0.588582928,0.655936628
205,-1.867270145,-0.50884172,-0.221546275,-1.165332295,0.357188751,-1.823641837,0.577213873,0.540598711,-1.779290813,0.654646462,-0.062934397,0.329608158,0.078049607,0.442410025,0.863498417,-0.159022014,0.363373674,1.382708964,0.741824739,-0.495945217,-0.964447399,0.190920929,-0.948339447,0.229161836,-1.603928045,0.744736182,-1.032338555,-0.064809359,1.794650208,-0.334902164,0.379865703,1.443540235,-0.149956953,0.065044219,-0.663956779,1.149933927,0.879614625,-0.164585196,0.826732211,0.175901802
206,0.609299568,1.618968735,0.455495921,0.849279208,-0.831564471,0.106406892,-0.959019151,-0.870713808,0.341501305,-0.299411213,1.485481352,-0.771130278,-1.810956192,-1.442728952,0.698156466,0.843905536,-1.367216516,0.059761358,-0.091118461,-0.39386621,0.285746115,-2.086079051,0.345892103,0.23480538,0.21142711,1.118316044,0.939910214,1.45411071,0.7209505,-0.779135408,0.911396618,-0.782869803,0.297098892,1.00136771,1.429740781,1.856121891,0.249656188,-0.408005352,-1.421287483,-1.786580204
207,0.476241913,-0.248101231,0.810757222,1.436281853,-1.031200789,-1.864479024,0.449982714,0.07067483,0.011206861,-1.1462475,0.980072392,2.114935762,0.865288723,0.300365089,-0.864510487,2.136640588,-0.208225373,-1.05668656,0.118483738,2.498456482,0.397923195,2.18763292,1.063803759,-0.483368999,0.089255489,0.289023003,1.113916524,-0.896146795,0.318225723,-1.905191436,-0.832979158,1.914260634,-0.085921024,-0.374175992,-1.248224622,0.153378161,-1.698626758,0.09870618,-0.846243172,-2.26254612
208,-0.359359353,-0.316722242,0.745376034,0.625240561,0.430006482,-0.214872978,1.425333078,0.912633531,0.24326721,-0.117501586,-1.712410687,-0.823533827,-2.595248459,1.060534937,0.049664665,-1.321509693,-0.911669985,-0.723850297,-0.584640656,0.829017894,0.361995789,0.030659539,-0.150591001,1.078675073,0.236804668,0.801598514,-1.13166745,1.441872955,0.302023852,0.955767862,-0.392841372,-2.341776603,-0.531724726,-0.628325567,0.979707348,0.083255213,0.479846498,0.796225054,0.842471173,-0.347888057
209,-0.703272667,1.305947915,0.246631955,-0.018999779,0.137011863,0.971340955,-1.446694812,0.200362852,0.807035503,0.682717512,-0.850408505,-1.777790104,0.46975451,0.816333143,0.921493723,0.606159716,-1.012279945,0.915635403,1.368408507,-0.655529399,-0.418784072,-2.385863896,-0.631656396,0.805041819,-0.170806119,-0.600952954,-1.768666091,-1.111319997,0.014774146,-1.244895726,-0.051578617,-0.706028558,-1.151537733,-1.302082141,-0.091914124,1.160616628,-0.970930025,-1.118292603,0.179625106,-0.121040796
210,-0.334152063,-0.016260378,-1.011134877,0.094325167,-0.69249758,-0.769582846,1.163851358,-0.656194278,0.072842367,0.762947453,0.599519763,0.108496971,0.841579434,0.428612991,-0.538471257,2.161383404,1.279038322,-0.807954585,-0.054197426,-0.353063171,-0.716037562,2.160010405,0.212969636,0.542418612,0.426777233,0.177295625,-0.463244426,1.093274219,0.231227718,2.032378861,2.006893157,0.555655053,-0.206332524,0.764469159,2.162043415,-0.31038543,-0.445394269,-1.168470473,-1.645948173,1.047817539
211,-0.638831817,-0.252213145,-0.946877788,-1.537523153,0.994589611,0.424667035,-0.91517592,-0.060584755,-0.781403532,0.971741686,0.630191602,-1.413210119,-2.104632751,0.633894239,-0.402047421,-0.386570499,1.180019126,-0.053545437,-1.099733047,-0.089503572,-0.480908583,-1.875553822,0.236303519,-0.937703976,1.22054446,-0.433125037,0.441586689,0.819071199,1.383151083,0.744992244,1.387177986,0.127610365,0.457055117,0.50293892,-1.162908853,1.224508649,-1.677967187,-1.929947047,-0.776803742,-0.136710581
212,-1.740468673,2.240015911,0.834111462,0.105786201,0.685247003,1.440372435,1.110649212,1.247533032,-0.788190136,-0.429271195,0.331601265,-1.386816836,0.469417692,1.048303989,-0.508194923,-0.279452327,0.002769721,0.242650636,1.362946866,-0.665449569,0.808273304,2.038467404,0.107619418,-0.101888292,-0.96115765,-1.059225083,-0.326027061,0.033200706,-0.209141852,0.946860875,0.310309456,-0.013073607,-0.53876622,-2.106410394,-0.400195779,1.63760525,0.563588819,0.93911133,1.50761682,1.075940221
213,-1.115798765,-1.011282838,-0.082405667,-0.737619303,0.366796108,0.242317612,-0.429905401,0.371011669,1.745164397,-0.578511538,0.296917428,-0.129239795,2.159995879,-0.515428258,-0.464719748,-0.582997102,0.320732751,-0.821819204,1.208147314,-0.935292014,0.8090366,-1.786004415,0.495919647,0.404719875,-0.73556026,0.594673959,-0.953201671,-0.253000173,-0.05925231,-2.449764647,-0.23890046,-0.099356545,-0.237891822,1.113612389,-0.410300457,-0.217681065,0.445358644,-1.130455393,0.129660604,0.954537046
214,-0.996716448,1.357950584,0.197014103,-1.614128432,0.632596515,0.486828497,-0.901377579,-1.699778838,-1.017170873,1.26011681,-0.426324237,-1.24229514,-1.442119485,1.124764566,-2.431001322,0.652914028,-0.421029517,-0.127371604,-0.949085099,0.411712505,-0.036475316,0.655662123,-0.480070654,-0.448680258,1.438605495,-1.229255074,0.830149083,-2.01978844,0.246117113,0.04398002,-0.741419219,-1.014965986,-0.362709971,-1.250760575,0.438464561,-1.152871506,0.632969373,0.631526835,-1.067404454,-1.59334815
215,1.034534209,-0.311095603,-1.680653122,-2.082316434,-2.23554736,0.763580652,2.849494504,-1.135877075,-1.3402086,-0.933931049,-1.626756513,-2.451288911,-0.130784319,0.121939876,0.837002099,-0.149213071,1.514101019,-1.40595866,0.236816724,-0.739520741,-0.120828921,-2.30461833,-0.314737371,0.336230009,0.074244041,0.737227232,-1.104360249,0.507870896,-0.690948395,0.099208802,0.769751165,1.180827332,-0.3030708,-0.940359362,0.68265521,-0.326369747,-0.68821541,-0.647841701,0.105659553,-0.157312179
216,2.118494284,-0.104596777,2.531200688,-0.956023842,1.752611838,0.360866243,-2.693685767,-1.136354359,1.261795829,-2.237841527,-0.038079629,-1.419836431,1.491094041,1.472423798,0.557849652,-0.713469009,1.263456549,-0.237686752,-0.39932797,0.646206288,-0.276182899,3.094102589,0.964043876,-0.136497215,-0.276696048,-1.757821641,-0.313924491,0.461553586,-0.101512204,-0.158116337,0.570460328,-0.256071481,1.759844366,-0.030096744,0.706420831,-0.675032188,-0.910531259,-0.108724154,-0.393907717,-0.987485938
217,0.548243964,0.73407553,-1.396615645,-0.672195525,-0.562964013,0.162206406,3.960167045,-0.459141485,-1.313101617,2.003130027,-0.485143416,-1.897677726,0.694181013,0.644335675,0.614133902,-1.057831409,0.923156819,-0.443010794,-1.006318072,2.508814213,2.068515374,0.713700083,0.178483826,0.381278288,0.785183815,0.38252722,1.37121092,1.13313211,1.059372371,2.031181481,1.333573791,1.727992038,-0.440624323,0.547897276,0.677270839,0.846176244,-1.191031436,-0.357518167,0.969241137,0.084352087
218,0.208294364,0.884555867,-1.850542751,-1.834917368,1.822531652,2.468882168,-0.780649095,-0.158384743,-0.284625386,2.359101026,0.25462069,-2.189064168,1.004650103,0.311437663,0.190628706,0.727187362,-0.236433774,0.901470535,-0.480936221,-1.012143651,-0.332132242,0.701128895,-0.129528499,-0.697885668,-0.553288684,0.348886452,0.876864105,-1.155166077,1.959652155,1.386920988,0.063985362,-1.263188716,0.82368118,1.418704998,-1.256085974,0.315583559,-0.304280174,-1.083878206,0.78622399,1.310161464
219,0.329107719,-0.060456231,0.750620224,0.771006004,-0.34159941,-0.110395165,0.335895184,-1.442948711,1.973028449,-0.177455952,0.820527404,-3.622688841,-1.148007441,0.121860627,-1.132997993,0.23662368,-0.417931499,2.061473327,1.062348508,1.840332891,0.238760405,-2.377013452,0.036839958,-1.073351512,-0.230434632,1.002810893,-0.249413694,-1.889535572,1.796721216,0.95507544,0.518911932,1.489882195,1.27340904,2.368917567,-0.480904959,1.445042345,-1.57431709,-0.824777839,-1.132969086,0.599260884
220,0.258840892,0.06632953,-0.392777179,-0.151870904,-0.067612103,1.650342099,-0.584710142,0.095468905,0.850542769,-1.623213486,0.762187823,-0.094239328,-1.814402392,-0.532684119,0.989793403,0.826428987,-1.94298527,-0.665144955,0.996182742,0.232189532,0.410979903,1.182081258,0.042815876,0.474201059,0.309896154,1.629734047,0.495995922,-0.323565968,0.970725467,-0.094762652,0.052614079,-0.039931118,-1.277454082,-1.284727439,0.532776867,0.801521827,0.323977146,0.011190478,-0.069606068,-1.252163284
221,-2.072547954,-0.272181296,1.330790018,-0.477306324,0.005932941,-0.803607089,0.560221574,-0.650560238,-2.3960411,1.842044853,0.933634421,-1.632116268,-1.120974324,-0.615585643,0.132695533,-0.590358384,0.079076293,0.057801343,-1.248003193,-0.662415403,0.54981364,-0.105715069,0.711736507,0.748919658,-0.965210011,0.548735369,-0.740125051,0.776564882,-0.602750067,-0.391648691,-1.524995563,0.636408399,1.690100253,0.504292901,-0.326493571,2.069482334,-0.491835772,0.232709262,1.795660131,0.008627589
222,0.044033225,0.372180769,-0.397564789,0.390368346,-1.758646478,2.119498696,-1.304910595,-2.135907398,0.939890137,1.108282189,1.125765273,-2.061423793,1.588883787,0.657138419,-0.474887933,-0.471203252,1.559187069,0.088583561,2.045316051,1.001910416,0.887944601,0.398352518,0.781819382,-0.665368006,-0.337859251,-0.843323723,0.474136407,0.501676078,-1.802292517,-1.761145828,-3.300091978,0.295787656,-0.141492731,-2.944837614,-1.220100295,1.584739108,1.781472684,0.279204612,2.02880958,0.832919858
223,1.735451055,0.647333429,-0.58080503,0.469096015,1.542653695,1.553281885,0.12592177,-1.060163203,1.251046727,-1.795097039,2.141789481,-1.482698945,-1.242596081,-0.559403054,1.315968351,0.665450556,0.233944568,1.45184581,-0.147572314,0.620975609,1.740380499,0.855181243,1.320847768,-1.110895848,-0.428907604,1.181235051,1.943511027,1.126582813,0.062360169,1.644148949,-1.826665474,-0.423009001,-0.686549463,-0.498529372,1.267235488,0.450481326,0.148946841,-0.551492677,0.936576645,0.312269663
224,1.699408192,-0.869916439,-0.122850807,-0.191157525,-0.20515213,0.976304849,-0.09371271,-0.24845741,-1.017389634,0.621361237,1.093579397,-2.634849017,-0.808973921,1.718702758,0.478745211,-0.079630515,0.308268651,0.053419352,0.053323852,0.598147202,0.064455931,-1.169080766,0.13697291,-1.025679605,0.727205518,0.255091003,0.172323049,-0.110476759,-0.432437366,-0.260367931,-0.639152096,-0.246812867,2.003278519,0.625601985,-0.47550324,2.087597532,0.242710918,-0.259090881,-0.624965488,0.023191769
225,0.147194903,-0.583605092,-0.477553541,0.587485038,-0.507575627,1.842183653,1.300071665,0.259965652,1.402996443,-0.217431284,1.312664345,-0.078433909,0.232528401,-0.301415725,-0.842731877,1.622228365,-0.923927793,1.458651103,-0.895120094,-0.970333727,-0.269570178,1.160175482,0.046593286,-0.458196803,-1.234665547,0.512246061,-0.788704325,0.147983062,-0.10050939,-1.153312697,0.542722695,-0.169599917,-0.403518012,0.783024591,-0.802054945,-0.935737337,0.949014282,1.292511413,-0.758761536,-2.258996426
226,-0.752416091,0.800541319,1.482425982,-1.359062736,0.276817347,1.215980485,-2.125034546,-0.325955644,-0.312154531,1.580853041,0.983238669,-0.915832508,-0.142068916,0.39100528,1.178779995,-1.238703628,-0.77323757,1.399458597,-0.340900278,-0.235614301,1.542386135,-0.224122344,0.4378722,-0.973595576,-1.169999804,0.517438453,-0.201753698,-0.91507066,-0.179965512,1.978822246,1.522395908,0.713218431,-0.218472886,-1.34732098,1.22915213,-1.232272787,-1.175223213,-0.371291784,0.524201772,-1.569031043
227,-0.953105344,1.905329865,0.282302579,-0.903643019,0.25771122,-1.385882328,0.556470768,-0.483897693,-2.323358654,1.783137683,1.057111555,-2.240325713,-1.445671277,-0.339323835,0.379260574,-0.55100667,0.942267231,-1.232824579,-0.497436145,0.278625987,-1.91862831,-2.802279442,0.225605418,0.144304722,0.355778534,-0.246830774,-0.065077668,0.540207606,-0.409705696,-0.847450266,0.003515221,-0.143475494,0.634378301,0.852897047,0.548851307,-0.318767146,1.167355939,1.08588463,1.251424551,-0.386854121
228,-0.159352498,-0.839438193,1.659806475,-1.440732906,1.013366823,1.817393316,-0.761678824,-0.755568988,0.093193775,-0.079739809,-0.49218852,0.777817523,0.390756162,-0.575708071,-0.618719476,-1.282425678,1.105955085,0.983108102,-0.2407662,-0.133759815,-0.092952364,1.352579523,-0.415533401,-1.046041183,-1.563295985,1.408780015,0.099202456,-0.400057271,-0.221459071,0.05808974,1.009098371,0.251435599,0.02773568,0.420280878,-0.73954399,1.324575084,-1.97814555,0.330753652,1.290623446,0.663866528
229,2.372228803,-0.781860347,0.759499872,-1.393040276,1.21543182,2.563267817,1.551824381,-0.323516951,2.231378856,-1.820908669,1.525271271,-1.545613081,-0.894680428,-0.313918394,1.066591656,0.135515366,-0.414192806,-1.32829799,0.505383687,-0.596927701,0.166903881,2.480015545,-0.260732877,0.81587361,0.447552911,-0.649156302,-0.089371704,-0.397643582,-1.309137253,0.586571487,0.473232416,-0.645638308,-0.621884594,0.531144793,0.63370412,2.238484738,0.468907823,0.057488975,0.215725128,-0.391983784
230,0.792484948,-0.465428181,0.396714956,0.195427844,-0.593361961,-0.284447939,-0.507717153,-0.886353429,-0.918883695,0.68464251,1.616147755,-0.426397776,0.795743854,-1.389272352,1.928846462,0.39236959,0.076834006,0.613312806,1.105802041,-2.047778867,-0.439862194,-1.355156397,0.621047949,0.88107564,2.156562778,0.58561444,0.593962318,-0.658928029,1.12067238,-0.470062361,0.179435432,-0.962363241,1.218514838,-0.937588264,-1.576148009,2.275460656,-0.693167358,0.937829425,-2.484658621,0.097194205
231,-0.275714123,-1.556401274,-0.075334972,-0.5699166,-0.02922028,0.013196216,-0.851676359,-1.229021572,-0.437079311,0.913275326,-1.327053588,-0.736227059,-0.382154876,-0.52591832,-0.002189519,-1.825661783,1.458687889,0.400828334,-0.011944196,0.66118454,0.22035379,1.081645539,0.561570938,-0.099170797,0.06609478,-0.380771849,-0.241494779,0.151798045,0.529713891,-2.197373389,-0.041275106,-0.762125494,-1.596521939,0.747565947,1.641391352,0.568011132,0.444562765,-1.499383399,-1.153372212,0.737310277
